screen_name,text,source,retweet_count,hashtags,mentions_screen_name,searchTerm,disease,Preprocesstext,Sentiment
rodriguezgaby_,"RT @tayyy_592: ACE Inhibitors are the â€œprilsâ€? 
 Ex. Lisinopril &amp; Monopril

Angiotensin Receptor Blockers(ARBs)
 Ex. Losartan &amp; Valsartan

Bâ€¦",Twitter for iPhone,1,,tayyy_592,Losartan,High_Bp,ace inhibitors are the prils ex lisinopril amp monopril angiotensin receptor blockers arbs ex losartan amp valsartan,neutral
tayyy_592,"ACE Inhibitors are the â€œprilsâ€? 
 Ex. Lisinopril &amp; Monopril

Angiotensin Receptor Blockers(ARBs)
 Ex. Losartan &amp; Valsartan

Beta Blockers are the â€œlolsâ€?
 Ex. Metoprolol &amp; Carvedilol

Diuretics(water pills) â€œidesâ€?
 Ex. Furosemide(Lasix) &amp; Torsemide(Demadex)",Twitter for iPhone,1,,,Losartan,High_Bp,ace inhibitors are the prils ex lisinopril amp monopril angiotensin receptor blockers arbs ex losartan amp valsartan beta blockers are the lols ex metoprolol amp carvedilol diuretics water pills ides ex furosemide lasix amp torsemide demadex,neutral
POZeculiar,"So I officially started taking lifezar (losartan) and avamax (atorvastatin). Accdg to google, there're moderate interaction to zidovidine and efavirenz (my ARV). But crossing my fingers na the former will help in normalizing my BP and cholesterol level. Healthy lifestyle na tlaga",Twitter for Android,0,,,Losartan,High_Bp,so officially started taking lifezar losartan and avamax atorvastatin accdg to google there re moderate interaction to zidovidine and efavirenz my arv but crossing my fingers na the former will help in normalizing my bp and cholesterol level healthy lifestyle na tlaga,positive
JPUsdin,"Chronic Disease Approaches to Curb #Gout. Remark #Losartan &amp; #Amlodipine don't Rise Up Uric Acid in Blood, An Opportunity for #Hyperensive Pts. @JPUsdin https://t.co/jlsQ7few1i",Twitter Web Client,0,Gout Losartan Amlodipine Hyperensive,JPUsdin,Losartan,High_Bp,chronic disease approaches to curb gout remark losartan amp amlodipine don rise up uric acid in blood an opportunity for hyperensive pts,positive
angahadibah,"Nak carut bahasa pharmacology be like,
""losartan! barbiturate!"" lols
-nat, 2018-",Twitter for Android,1,,,Losartan,High_Bp,nak carut bahasa pharmacology be like losartan barbiturate lols nat,neutral
LearntheHeart,"Angiotensin Receptor Blockers (ARBs)

End in ""sartan""

Used if ACE inhibitor intolerant

Valsartan, losartan, olmesartan

#USMLE",SocialOomph,11,USMLE,,Losartan,High_Bp,angiotensin receptor blockers arbs end in sartan used if ace inhibitor intolerant valsartan losartan olmesartan usmle,neutral
Kaeleesi_,"RT @lurkallnight: One of the most ironic statements I've heard:

""Why would I trust someone who relies on medication just to function normaâ€¦",Twitter Lite,1,,lurkallnight,Losartan,High_Bp,one of the most ironic statements ve heard why would trust someone who relies on medication just to function norma,neutral
Yuck_Clothing,"Losartan Price * Pill Shop, Secure And Anonymous https://t.co/rMW0TeTjMe https://t.co/oFQUk2wHtg",Yuck Clothing_Tweet,0,,,Losartan,High_Bp,losartan price pill shop secure and anonymous,neutral
hswapnil,@toates_19 @calvapo @kidney_boy NHS presumably does not have one prefd agent like the VA (which is lisinopril/losartan/HCTZ/atenolol) ?,Twitter for iPhone,0,,toates_19 calvapo kidney_boy,Losartan,High_Bp,nhs presumably does not have one prefd agent like the va which is lisinopril losartan hctz atenolol,neutral
tedberei,RT @CircAHA: #REDEFINE trial - Losartan had no significant effect on RV dysfunction in adults with #TOF https://t.co/yCAeR6Evbf https://t.câ€¦,Twitter for iPhone,15,REDEFINE TOF,CircAHA,Losartan,High_Bp,redefine trial losartan had no significant effect on rv dysfunction in adults with tof,neutral
lurkallnight,"One of the most ironic statements I've heard:

""Why would I trust someone who relies on medication just to function normally?"" - talking about someone taking lexapro for GAD.

The person who said this takes amlodipine, clonidine, losartan, aspirin, B complex, and insulin daily.",Twitter Lite,1,,,Losartan,High_Bp,one of the most ironic statements ve heard why would trust someone who relies on medication just to function normally talking about someone taking lexapro for gad the person who said this takes amlodipine clonidine losartan aspirin complex and insulin daily,neutral
Cecilia57780670,"Losartan for my hypertension
Catapress for my heart
My daughters Nash And Ysraelle again got worried about me...I will always be fine,and God will always provide everything for me...",Facebook,0,,,Losartan,High_Bp,losartan for my hypertension catapress for my heart my daughters nash and ysraelle again got worried about me will always be fine and god will always provide everything for me,neutral
medschat,Losartan And Severe Joint Pain https://t.co/xyk64UiLlq,MedsChat.com,0,,,Losartan,High_Bp,losartan and severe joint pain,negative
MWaltonShirley,"When I changed jobs 2.5 years ago, I had to learn meditech, ATHENA and attend Cerner training ( havenâ€™t used Cerner yet) all in the same week. Had to grab 25 mg Losartan- not kidding. Good luck hope itâ€™s easy for you ( but check your BP!!) <f0><U+009F><U+0096><U+00A5><U+2328><U+FE0F><f0><U+009F><U+0091><U+008E> https://t.co/gMhnz0p1Bh",Twitter for iPhone,0,,,Losartan,High_Bp,when changed jobs years ago had to learn meditech athena and attend cerner training haven used cerner yet all in the same week had to grab mg losartan not kidding good luck hope it easy for you but check your bp fe,neutral
IolaWen,"@zetadoc Iâ€™m on 50mg Losartan+5mg Amlodipine but theyâ€™re not working today+my blood pressure is sky https://t.co/8CNwTwukRn itâ€™s your fault,why are you,a GP wasting NHS funds on a â€˜minorityâ€™ like myself?Before you say â€˜stupid commentâ€™-relax+",Twitter for iPhone,0,,zetadoc,Losartan,High_Bp,on mg losartan mg amlodipine but they re not working today my blood pressure is sky it your fault why are you gp wasting nhs funds on minority like myself before you say stupid comment relax,negative
medschat,Can Taking Losartan 50 Mg Cause Chest Pain? https://t.co/iURplAuyRB,MedsChat.com,0,,,Losartan,High_Bp,can taking losartan mg cause chest pain,negative
HLIStPauls,"A recently published article from Dr Pascal Bernatchez et al - ""Inhibition of Marfan Syndrome Aortic Root Dilation by Losartan: Role of Angiotensin II Receptor Type 1-Independent Activation of Endothelial Function""
https://t.co/F4bIJfE0LO @helpstpauls",Twitter Web Client,0,,helpstpauls,Losartan,High_Bp,recently published article from dr pascal bernatchez et al inhibition of marfan syndrome aortic root dilation by losartan role of angiotensin ii receptor type independent activation of endothelial function,neutral
rangersbruh,"@shmermel Itâ€™s crazy that nobody hates diabetics for taking metformin, or losartan for blood pressure. But god forbid your smoke weed for literally the plethora of things it helps, itâ€™s frowned upon. Itâ€™s looked at like it makes people lazy yet I li",Twitter for iPhone,0,,shmermel,Losartan,High_Bp,it crazy that nobody hates diabetics for taking metformin or losartan for blood pressure but god forbid your smoke weed for literally the plethora of things it helps it frowned upon it looked at like it makes people lazy yet li,neutral
Cholerajoe,"@DocBennett1ID @rzrbkgirl1 Just saw the guy. Had dullness to percussion at both lung bases with rales and 4+ edema. Just like the 2nd CXR showed. Piled on spiro, losartan and lasix. My CMA had never heard dullness or rales. Teachable moment.",Twitter Web Client,0,,DocBennett1ID rzrbkgirl1,Losartan,High_Bp,id just saw the guy had dullness to percussion at both lung bases with rales and edema just like the nd cxr showed piled on spiro losartan and lasix my cma had never heard dullness or rales teachable moment,negative
myRxProfile,Did you know that combining #Antibiotics with your other #medications could cause an adverse drug reaction?? #meds #losartan https://t.co/Udim8HmFl4,Hootsuite,0,Antibiotics medications meds losartan,,Losartan,High_Bp,did you know that combining antibiotics with your other medications could cause an adverse drug reaction meds losartan,negative
DrWillWatson,https://t.co/RQu3sZNydW interesting commentary on the REDEFINE trial - itself showing no benefit from Losartan in RV dysfunction in ToF but a lot of interesting insight into how the right ventricle works (and indeed how it fails).,Twitter Web Client,0,,,Losartan,High_Bp,interesting commentary on the redefine trial itself showing no benefit from losartan in rv dysfunction in tof but lot of interesting insight into how the right ventricle works and indeed how it fails,neutral
MuckianAround,@Allen_Clifton I was just there Monday. My request to turn it off was denied. I think the doc does it to write more Losartan scripts.,Twitter for iPhone,0,,Allen_Clifton,Losartan,High_Bp,was just there monday my request to turn it off was denied think the doc does it to write more losartan scripts,neutral
MuckianAround,@AmishPornStar1 My doc has Fox News on in the waiting room. I told him my BP would be fine if that wasnâ€™t on. He wonâ€™t change it. I think he does it so he can write more Losartan prescriptions.,Twitter for iPhone,0,,AmishPornStar1,Losartan,High_Bp,my doc has fox news on in the waiting room told him my bp would be fine if that wasn on he won change it think he does it so he can write more losartan prescriptions,neutral
robynstevensPR,RT @myRxProfile: Did you know that combining #Antibiotics with your other #medications could cause an adverse drug reaction?? #meds #losartâ€¦,Twitter Web Client,2,Antibiotics medications meds,myRxProfile,Losartan,High_Bp,did you know that combining antibiotics with your other medications could cause an adverse drug reaction meds losart,negative
HarryDa12930680,"@PaulCarmichaelV @DCMoshe @donnamoon81146 @_Makada_ Many drugs depending on your ejection fraction .  But standard therapy is carvedilol (coreg), ace inhibitor (lisinopril, ramipril etc) and  aldosterone antagonist such as aldactone.  You can also use dig",Twitter for iPhone,0,,PaulCarmichaelV DCMoshe donnamoon81146 _Makada_,Lisinopril,High_Bp,many drugs depending on your ejection fraction but standard therapy is carvedilol coreg ace inhibitor lisinopril ramipril etc and aldosterone antagonist such as aldactone you can also use dig,neutral
random_atheist,"""As obsessed as you are with national politics, I'm surprised you don't watch Fox News, if not to get a balanced account of what is going on, at least to know first hand what the other side is up to."" There's not enough lisinopril on the planet to keep my bp in check for that.",Twitter Web Client,0,,,Lisinopril,High_Bp,as obsessed as you are with national politics surprised you don watch fox news if not to get balanced account of what is going on at least to know first hand what the other side is up to there not enough lisinopril on the planet to keep my bp in check for that,neutral
glenrockcity,"Lisinopril
Common brands: Zestril, Prinivil, Qbrelis
ACE inhibitor
It can treat high blood pressure and heart failure. It can also reduce the risk of death after a heart attack. https://t.co/5apQ6cTYWX",Twitter for iPad,0,,,Lisinopril,High_Bp,lisinopril common brands zestril prinivil qbrelis ace inhibitor it can treat high blood pressure and heart failure it can also reduce the risk of death after heart attack,positive
xpertss97_jeff,"@RUNNNER65 @MeEncanta @Wendys @traderjoes @Walmart To count them out:3 baby aspirin, 1 Lisinopril and 1 chlorophyll. Now itâ€™s 139/89 w/ a 116 heart rate. Getting #better",Twitter Lite,0,better,RUNNNER65 MeEncanta Wendys traderjoes Walmart,Lisinopril,High_Bp,to count them out baby aspirin lisinopril and chlorophyll now it heart rate getting better,neutral
HyapatiaLee,"Iâ€™m on lisinopril 10 mg- never had any issues with that one, thankfully. <f0><U+009F><U+0099><U+008F><f0><U+009F><U+008F><U+00BD> https://t.co/2vaIvQYdZr",Twitter for iPhone,0,,,Lisinopril,High_Bp,on lisinopril mg never had any issues with that one thankfully bd,positive
albert71292,"@HyapatiaLee Had to have blood pressure medicine changed.They had me on lisinopril 10mg, changed me to Amlodipine Besylate 10 mg.Latter started making my feet swell,they switched me to lisinopril 20 mg. Initially, they thought lisinopril was causing my sw",Twitter Web Client,0,,HyapatiaLee,Lisinopril,High_Bp,had to have blood pressure medicine changed they had me on lisinopril mg changed me to amlodipine besylate mg latter started making my feet swell they switched me to lisinopril mg initially they thought lisinopril was causing my sw,positive
